order_id,order_date,customer_id,product_id,location_id,quantity,sales,discount,profit
IN-2015-NH1861059-42349,2023-12-11,NH-1861059,577,1648,12,324,0.47,-22.68
US-2015-PS1904598-42349,2023-12-11,PS-1904598,1843,2708,2,16,0.4,0.0
SF-2015-RA9945117-42349,2023-12-11,RA-9945117,1877,1825,1,20,0.0,8.0
IN-2015-TD2099527-42349,2023-12-11,TD-2099527,3232,2750,2,26,0.0,10.4
ES-2015-MG1820545-42349,2023-12-11,MG-1820545,791,1396,15,165,0.0,66.0
TU-2015-JJ5445134-42350,2023-12-12,JJ-5445134,2879,2207,1,19,0.6,-3.8
ID-2015-SD2048559-42351,2023-12-13,SD-2048559,2637,2825,1,7,0.47,-0.49
MX-2015-RM1975082-42351,2023-12-13,RM-1975082,3103,511,2,12,0.0,4.8
ES-2015-DL1331548-42351,2023-12-13,DL-1331548,3007,883,14,112,0.0,44.8
ES-2015-JR1621045-42351,2023-12-13,JR-1621045,1756,36,11,176,0.0,70.4
CA-2015-EP13915140-42352,2023-12-14,EP-139151404,87,1836,3,15,0.0,6.0
ES-2015-KA1652545-42353,2023-12-15,KA-1652545,589,2560,3,42,0.5,-4.2
ID-2015-LS1720059-42354,2023-12-16,LS-1720059,3095,1841,18,288,0.47,-20.16
ES-2015-AS10090120-42354,2023-12-16,AS-10090120,3196,2399,2,28,0.0,11.2
ES-2015-SW20755139-42354,2023-12-16,SW-20755139,2838,2631,13,104,0.0,41.6
CA-2015-KM16225140-42355,2023-12-17,KM-162251404,84,2400,10,300,0.0,120.0
IS-2015-MO780063-42355,2023-12-17,MO-780063,2785,98,3,24,0.0,9.6
NI-2015-JR570095-42356,2023-12-18,JR-570095,1280,1972,1,10,0.7,-3.0
TO-2015-NS8505131-42356,2023-12-18,NS-8505131,3091,1232,1,31,0.0,12.4
ES-2015-CL1189064-42356,2023-12-18,CL-1189064,2112,738,4,32,0.0,12.8
ES-2015-AB1016545-42356,2023-12-18,AB-1016545,988,1030,6,102,0.0,40.8
IN-2015-JW152207-42357,2023-12-19,JW-152207,100,1251,1,18,0.1,5.4
IN-2015-JF1549092-42357,2023-12-19,JF-1549092,801,1401,2,60,0.0,24.0
CG-2015-AF87033-42357,2023-12-19,AF-87033,1970,1240,4,40,0.0,16.0
TU-2015-BP1050134-42358,2023-12-20,BP-1050134,2983,916,5,195,0.6,-39.0
MX-2015-CB1202531-42360,2023-12-22,CB-1202531,1652,304,2,6,0.0,2.4
IN-2015-JE1571556-42360,2023-12-22,JE-1571556,353,1243,1,17,0.0,6.8
EG-2015-RM937538-42360,2023-12-22,RM-937538,2154,1651,2,24,0.0,9.6
ID-2015-BF11005130-42361,2023-12-23,BF-11005130,327,50,1,8,0.47,-0.56
MX-2015-SC2084539-42361,2023-12-23,SC-2084539,1162,2098,4,48,0.0,19.2
CA-2015-JM15655140-42361,2023-12-23,JM-156551404,2934,1481,8,24,0.0,9.6
ES-2015-NF1838545-42362,2023-12-24,NF-1838545,2647,2286,3,39,0.0,15.6
ES-2015-VT2170064-42362,2023-12-24,VT-2170064,1268,760,3,33,0.0,13.2
IT-2015-JD1589591-42363,2023-12-25,JD-1589591,916,1797,6,30,0.5,-3.0
IN-2015-LT167657-42363,2023-12-25,LT-167657,1313,1896,2,16,0.1,4.8
MX-2015-AC1042039-42363,2023-12-25,AC-1042039,1897,645,6,36,0.0,14.4
KZ-2015-BD132068-42364,2023-12-26,BD-132068,2961,2850,1,32,0.7,-9.6
NI-2015-CR273095-42364,2023-12-26,CR-273095,1781,1360,4,52,0.7,-15.6
TU-2015-JO5145134-42364,2023-12-26,JO-5145134,3112,2599,5,55,0.6,-11.0
TU-2015-AD180134-42364,2023-12-26,AD-180134,2697,2517,2,34,0.6,-6.8
ID-2015-BO114257-42364,2023-12-26,BO-114257,797,2935,6,786,0.4,0.0
US-2015-MG1787598-42364,2023-12-26,MG-1787598,3239,2804,4,120,0.4,0.0
ES-2015-MP1747048-42364,2023-12-26,MP-1747048,127,2107,2,8,0.0,3.2
IT-2015-VG2180591-42365,2023-12-27,VG-2180591,2410,1936,19,57,0.5,-5.7
IN-2015-Co1264088-42365,2023-12-27,Co-1264088,1294,601,4,20,0.17,4.6
MX-2015-JF1556582-42365,2023-12-27,JF-1556582,2489,1955,4,76,0.0,30.4
EG-2015-ZD1192538-42366,2023-12-28,ZD-1192538,3038,1651,1,10,0.0,4.0
MX-2015-MG1814582-42367,2023-12-29,MG-1814582,1700,1136,2,50,0.0,20.0
MX-2015-AR1057018-42367,2023-12-29,AR-1057018,2969,1320,3,57,0.0,22.8
CA-2015-JF15415140-42367,2023-12-29,JF-154151406,1648,1913,7,119,0.0,47.6
IN-2015-DK132257-42368,2023-12-30,DK-132257,955,1985,1,18,0.1,5.4
ES-2015-PW1924045-42368,2023-12-30,PW-1924045,1130,3060,4,56,0.0,22.4
MX-2015-TD2099582-42369,2023-12-31,TD-2099582,3152,3014,1,11,0.0,4.4
MX-2015-CM1219093-42369,2023-12-31,CM-1219093,1145,1800,3,96,0.0,38.4
UP-2015-GT4755137-42369,2023-12-31,GT-4755137,273,106,4,604,0.0,241.6
MX-2015-SC2026082-42369,2023-12-31,SC-2026082,1035,1924,12,132,0.0,52.8
MX-2015-JB1604582-42369,2023-12-31,JB-1604582,165,1955,3,270,0.0,108.0
TZ-2015-CK2325129-42369,2023-12-31,CK-2325129,864,151,1,4,0.0,1.6
SU-2012-JC5340122-40912,2020-01-04,JC-5340122,1617,1129,1,25,0.0,12.5
CA-2012-PO19195140-40913,2020-01-05,PO-191951402,452,2991,2,26,0.8,-7.8
MX-2012-DD1357018-40915,2020-01-07,DD-1357018,400,891,3,36,0.0,18.0
CA-2012-ME17320140-40915,2020-01-07,ME-173201408,2937,1781,3,15,0.0,7.5
CA-2012-VS21820140-40916,2020-01-08,VS-218201402,2334,1155,7,336,0.8,-100.8
NI-2012-JE571595-40916,2020-01-08,JE-571595,2803,1360,2,12,0.7,-2.4
MX-2012-CM1238551-40916,2020-01-08,CM-1238551,1112,667,7,70,0.0,35.0
IN-2012-AG10270144-40917,2020-01-09,AG-10270144,2633,2953,2,22,0.17,7.26
IN-2012-PO1886527-40918,2020-01-10,PO-1886527,149,510,3,42,0.0,21.0
HU-2012-ER385557-40918,2020-01-10,ER-385557,353,2365,7,119,0.0,59.5
SF-2012-RS9420117-40918,2020-01-10,RS-9420117,171,141,13,260,0.0,130.0
IN-2012-DF1313559-40919,2020-01-11,DF-1313559,2390,825,1,10,0.17,3.3
ES-2012-EM1396064-40919,2020-01-11,EM-1396064,2398,268,3,54,0.0,27.0
ES-2012-RP1985548-40920,2020-01-12,RP-1985548,2732,342,18,72,0.0,36.0
IT-2012-GM1468091-40921,2020-01-13,GM-1468091,1319,421,3,33,0.5,0.0
CA-2012-MM17920140-40922,2020-01-14,MM-179201406,2351,2789,2,28,0.7,-5.6
MX-2012-BP1109593-40922,2020-01-14,BP-1109593,2359,3122,1,22,0.0,11.0
CA-2012-DL13315140-40925,2020-01-17,DL-133151406,1683,1220,2,18,0.7,-3.6
ID-2012-VM218357-40925,2020-01-17,VM-218357,156,1397,4,160,0.4,16.0
ES-2012-RB1943534-40926,2020-01-18,RB-1943534,1965,2752,1,10,0.5,0.0
SA-2012-BP1290110-40926,2020-01-18,BP-1290110,1427,3124,1,14,0.0,7.0
ES-2012-MA1756064-40927,2020-01-19,MA-1756064,2098,958,3,15,0.0,7.5
CA-2012-TS21340140-40928,2020-01-20,TS-213401404,2444,1684,10,480,0.7,-96.0
US-2012-MM18280140-40929,2020-01-21,MM-182801408,2961,244,14,448,0.7,-89.6
MX-2012-HL1504093-40929,2020-01-21,HL-1504093,1620,1800,2,12,0.0,6.0
CA-2012-XP21865140-40929,2020-01-21,XP-218651402,2342,101,5,470,0.0,235.0
CA-2012-XP21865140-40929,2020-01-21,XP-218651402,925,101,5,380,0.0,190.0
MX-2012-HL1504093-40929,2020-01-21,HL-1504093,1916,1800,8,104,0.0,52.0
ES-2012-CB1253545-40930,2020-01-22,CB-1253545,461,160,5,130,0.0,65.0
ES-2012-MH1729014-40930,2020-01-22,MH-1729014,2406,1545,4,56,0.0,28.0
SA-2012-CR2625110-40931,2020-01-23,CR-2625110,1117,2486,1,4,0.0,2.0
IN-2012-MW1822059-40932,2020-01-24,MW-1822059,2264,1476,3,444,0.17,146.52
ES-2012-CP1234048-40932,2020-01-24,CP-1234048,3133,2383,6,210,0.0,105.0
ES-2012-FM1421548-40933,2020-01-25,FM-1421548,3055,1667,13,117,0.0,58.5
ES-2012-HG1502545-40934,2020-01-26,HG-1502545,59,2560,6,114,0.5,0.0
MO-2012-NC834086-40934,2020-01-26,NC-834086,822,6,1,27,0.0,13.5
ES-2012-MM1792096-40934,2020-01-26,MM-1792096,600,2322,1,37,0.0,18.5
ES-2012-MM1792096-40934,2020-01-26,MM-1792096,2156,2322,4,44,0.0,22.0
IT-2012-AS1024045-40934,2020-01-26,AS-1024045,2523,1586,9,387,0.0,193.5
MO-2012-LP708086-40935,2020-01-27,LP-708086,1054,2533,1,13,0.0,6.5
MX-2012-NS1850582-40935,2020-01-27,NS-1850582,1098,1028,13,104,0.0,52.0
CA-2012-CA11965140-40935,2020-01-27,CA-119651402,221,161,19,152,0.0,76.0
CA-2012-JC15340140-40937,2020-01-29,JC-153401406,2863,1913,1,15,0.2,4.5
NI-2012-DP316595-40938,2020-01-30,DP-316595,2240,1068,1,8,0.7,-1.6
NI-2012-AG90095-40938,2020-01-30,AG-90095,774,1068,2,18,0.7,-3.6
NI-2012-DP316595-40938,2020-01-30,DP-316595,1764,1068,6,96,0.7,-19.2
US-2012-DK1283536-40939,2020-01-31,DK-1283536,2092,1384,10,120,0.2,36.0
IN-2012-SF2020027-40939,2020-01-31,SF-2020027,2898,2877,6,102,0.0,51.0
IN-2012-BD11560113-40939,2020-01-31,BD-11560113,1162,2843,2,24,0.0,12.0
US-2012-DH1307598-40940,2020-02-01,DH-1307598,1214,2165,2,12,0.4,1.2
ES-2012-IM1505548-40940,2020-02-01,IM-1505548,1634,4,2,56,0.0,28.0
ES-2012-IM1505548-40940,2020-02-01,IM-1505548,2103,4,3,36,0.0,18.0
IN-2012-PO1886511-40940,2020-02-01,PO-1886511,1619,2684,5,80,0.0,40.0
CA-2012-EB13930140-40942,2020-02-03,EB-139301408,3009,297,2,20,0.7,-4.0
AO-2012-SW104554-40942,2020-02-03,SW-104554,109,1951,2,24,0.0,12.0
CA-2012-TB21400140-40943,2020-02-04,TB-214001404,2584,1917,3,21,0.2,6.3
CA-2012-TB21400140-40943,2020-02-04,TB-214001404,1960,1917,2,46,0.2,13.8
SF-2012-TS11430117-40943,2020-02-04,TS-11430117,132,839,13,26,0.0,13.0
SF-2012-TS11430117-40943,2020-02-04,TS-11430117,2702,839,9,234,0.0,117.0
CA-2012-MH17440140-40944,2020-02-05,MH-174401404,822,337,2,54,0.2,16.2
CA-2012-DB13270140-40944,2020-02-05,DB-132701404,147,1942,2,24,0.2,7.2
CA-2012-DL13315140-40946,2020-02-07,DL-133151402,612,2287,2,34,0.8,-10.2
ES-2012-SM2090545-40946,2020-02-07,SM-2090545,207,1347,4,372,0.0,186.0
ES-2012-EB1375045-40947,2020-02-08,EB-1375045,2482,2918,2,10,0.0,5.0
IZ-2012-JB604561-40947,2020-02-08,JB-604561,784,1265,1,12,0.0,6.0
ID-2012-DR12940118-40948,2020-02-09,DR-12940118,1862,733,3,42,0.5,0.0
ES-2012-CL1256548-40948,2020-02-09,CL-1256548,1201,2155,7,147,0.0,73.5
ES-2012-HR14770120-40948,2020-02-09,HR-14770120,826,1850,4,60,0.0,30.0
UG-2012-MO7500136-40949,2020-02-10,MO-7500136,2177,2512,1,6,0.7,-1.2
IT-2012-PL1892548-40949,2020-02-10,PL-1892548,2663,2763,4,44,0.5,0.0
SF-2012-JH5820117-40949,2020-02-10,JH-5820117,3197,1060,1,19,0.0,9.5
SF-2012-JH5820117-40949,2020-02-10,JH-5820117,1387,1060,4,156,0.0,78.0
IN-2012-SP2086058-40950,2020-02-11,SP-2086058,169,33,3,18,0.0,9.0
CA-2012-GA14725140-40951,2020-02-12,GA-147251402,1776,158,2,60,0.0,30.0
CA-2012-NF18385140-40951,2020-02-12,NF-183851408,2916,2808,2,24,0.0,12.0
CA-2012-GA14725140-40951,2020-02-12,GA-147251402,1447,158,3,45,0.0,22.5
IN-2012-MG1789058-40951,2020-02-12,MG-1789058,2729,1429,4,16,0.0,8.0
SG-2012-TC11295111-40953,2020-02-14,TC-11295111,838,1766,2,14,0.0,7.0
IN-2012-KB164057-40953,2020-02-14,KB-164057,2132,2577,3,51,0.0,25.5
CA-2012-BF11020140-40955,2020-02-16,BF-110201404,141,1917,14,392,0.2,117.6
MX-2012-MH1762031-40955,2020-02-16,MH-1762031,2758,925,18,864,0.0,432.0
CA-2012-MN17935140-40956,2020-02-17,MN-179351402,2185,1252,3,39,0.8,-11.7
ID-2012-LB16795130-40956,2020-02-17,LB-16795130,3058,50,3,45,0.17,14.85
ES-2012-AB1016545-40957,2020-02-18,AB-1016545,3144,1835,4,96,0.0,48.0
CA-2012-TM21010140-40961,2020-02-22,TM-210101402,906,819,5,95,0.8,-28.5
ES-2012-JD1606045-40961,2020-02-22,JD-1606045,1983,1835,2,22,0.0,11.0
ES-2012-PG1889564-40961,2020-02-22,PG-1889564,1251,496,2,46,0.0,23.0
ES-2012-PG1889564-40961,2020-02-22,PG-1889564,2646,496,3,78,0.0,39.0
ES-2012-PG1889564-40961,2020-02-22,PG-1889564,2372,496,5,15,0.0,7.5
PL-2012-RW9540103-40961,2020-02-22,RW-9540103,565,2029,17,255,0.0,127.5
AJ-2012-CM19359-40962,2020-02-23,CM-19359,2197,1649,1,7,0.0,3.5
CA-2012-MG17875140-40963,2020-02-24,MG-178751402,2290,1404,1,46,0.8,-13.8
IR-2012-TS1143060-40963,2020-02-24,TS-1143060,1036,1430,18,594,0.0,297.0
IR-2012-TS1143060-40963,2020-02-24,TS-1143060,45,1430,5,205,0.0,102.5
IR-2012-TS1143060-40963,2020-02-24,TS-1143060,2272,1430,3,18,0.0,9.0
ES-2012-JC1610514-40963,2020-02-24,JC-1610514,747,1197,9,207,0.0,103.5
CG-2012-TH1155033-40964,2020-02-25,TH-1155033,466,1405,2,50,0.0,25.0
IN-2012-DB13270102-40967,2020-02-28,DB-13270102,630,89,4,124,0.15,43.4
IN-2012-KH163607-40968,2020-02-29,KH-163607,2702,1873,2,52,0.1,20.8
IN-2012-BD116207-40968,2020-02-29,BD-116207,399,149,6,78,0.1,31.2
ES-2012-JF1549064-40968,2020-02-29,JF-1549064,1742,1801,2,16,0.0,8.0
CA-2012-TP1141523-40968,2020-02-29,TP-1141523,758,1225,1,26,0.0,13.0
IN-2012-CC124307-40969,2020-03-01,CC-124307,428,1363,1,20,0.1,8.0
CA-2012-AP10720140-40970,2020-03-02,AP-107201406,1389,1913,1,19,0.2,5.7
CA-2012-AP10720140-40970,2020-03-02,AP-107201406,3111,1913,3,15,0.2,4.5
ES-2012-RB1970545-40970,2020-03-02,RB-1970545,1156,53,1,3,0.0,1.5
MX-2012-DM1301593-40971,2020-03-03,DM-1301593,872,1800,8,168,0.0,84.0
CA-2012-AB10150140-40972,2020-03-04,AB-101501406,2815,1899,6,66,0.2,19.8
PL-2012-BP1050103-40972,2020-03-04,BP-1050103,1506,2078,8,112,0.0,56.0
MX-2012-RD1993051-40973,2020-03-05,RD-1993051,3025,2140,2,20,0.0,10.0
US-2012-NP18685140-40974,2020-03-06,NP-186851404,1825,2669,3,21,0.2,6.3
SA-2012-MG7695110-40974,2020-03-06,MG-7695110,1338,2756,2,32,0.0,16.0
NI-2012-GR456095-40975,2020-03-07,GR-456095,778,1360,6,36,0.7,-7.2
CA-2012-DK337523-40975,2020-03-07,DK-337523,562,1173,2,24,0.0,12.0
IN-2012-SC2068021-40975,2020-03-07,SC-2068021,2153,2030,1,12,0.0,6.0
SF-2012-AG675117-40976,2020-03-08,AG-675117,1297,839,1,19,0.0,9.5
ES-2012-MF1766548-40978,2020-03-10,MF-1766548,2993,680,14,42,0.1,16.8
MX-2012-KS1630051-40978,2020-03-10,KS-1630051,339,1157,6,288,0.0,144.0
MX-2012-KS1630051-40978,2020-03-10,KS-1630051,1604,1157,7,56,0.0,28.0
CA-2012-JF15295140-40981,2020-03-13,JF-152951404,2668,829,4,76,0.2,22.8
CA-2012-JF15295140-40981,2020-03-13,JF-152951404,490,829,2,18,0.2,5.4
CA-2012-AS10240140-40982,2020-03-14,AS-102401408,3257,2370,3,81,0.7,-16.2
CA-2012-AS10240140-40982,2020-03-14,AS-102401408,1377,2370,4,28,0.7,-5.6
IT-2012-RE19405139-40982,2020-03-14,RE-19405139,2041,2406,4,40,0.1,16.0
IN-2012-DK1309027-40982,2020-03-14,DK-1309027,3218,546,5,65,0.0,32.5
IN-2012-DK1309027-40982,2020-03-14,DK-1309027,617,546,3,48,0.0,24.0
LH-2012-PO919575-40983,2020-03-15,PO-919575,1721,2978,2,62,0.7,-12.4
CA-2012-BN11515140-40984,2020-03-16,BN-115151402,2626,1106,6,54,0.0,27.0
CA-2012-BN11515140-40984,2020-03-16,BN-115151402,1664,1106,10,100,0.0,50.0
US-2012-MH17440140-40984,2020-03-16,MH-174401408,1910,996,1,12,0.0,6.0
US-2012-MH17440140-40984,2020-03-16,MH-174401408,2421,996,12,108,0.0,54.0
IN-2012-JM152657-40985,2020-03-17,JM-152657,693,149,12,336,0.1,134.4
CA-2012-MC17605140-40986,2020-03-18,MC-176051408,1259,492,13,104,0.7,-20.8
SO-2012-JK5625116-40988,2020-03-20,JK-5625116,1451,1919,2,12,0.0,6.0
CA-2012-KH16690140-40988,2020-03-20,KH-166901408,587,2583,12,156,0.0,78.0
US-2012-CC12685140-40989,2020-03-21,CC-126851408,1594,3041,4,64,0.7,-12.8
US-2012-CC12685140-40989,2020-03-21,CC-126851408,698,3041,5,90,0.7,-18.0
ES-2012-CD1198048-40989,2020-03-21,CD-1198048,2258,1573,3,18,0.0,9.0
IN-2012-TS2150559-40990,2020-03-22,TS-2150559,3071,1648,4,56,0.17,18.48
IN-2012-CS118457-40990,2020-03-22,CS-118457,1600,88,13,507,0.1,202.8
MZ-2012-DK337587-40990,2020-03-22,DK-337587,2541,182,2,6,0.0,3.0
ES-2012-TW2102545-40991,2020-03-23,TW-2102545,844,1984,1,17,0.0,8.5
ES-2012-TW2102545-40991,2020-03-23,TW-2102545,378,1984,3,60,0.0,30.0
IR-2012-BP129060-40992,2020-03-24,BP-129060,3151,71,1,8,0.0,4.0
CA-2012-DK12835140-40993,2020-03-25,DK-128351404,2013,1836,13,273,0.2,81.9
IT-2012-TH21100125-40993,2020-03-25,TH-21100125,1032,2819,3,12,0.0,6.0
MX-2012-DW1354031-40995,2020-03-27,DW-1354031,60,925,2,14,0.0,7.0
AU-2012-LR70358-40995,2020-03-27,LR-70358,3274,873,17,136,0.0,68.0
MX-2012-JK1612082-40995,2020-03-27,JK-1612082,583,2546,2,70,0.0,35.0
CA-2012-RD966023-40996,2020-03-28,RD-966023,1240,2730,4,40,0.0,20.0
IN-2012-GT1475558-40997,2020-03-29,GT-1475558,808,644,3,6,0.0,3.0
US-2012-DD13570140-40998,2020-03-30,DD-135701402,2728,2039,7,28,0.8,-8.4
CA-2012-JO15280140-40998,2020-03-30,JO-152801406,1401,1220,1,4,0.7,-0.8
CA-2012-TG21640140-40998,2020-03-30,TG-216401408,2801,2370,5,955,0.7,-191.0
CA-2012-KB16240140-40998,2020-03-30,KB-162401408,1992,2303,8,144,0.7,-28.8
CA-2012-AA10315140-40998,2020-03-30,AA-103151404,2815,1836,2,22,0.2,6.6
RS-2012-PG8895108-40998,2020-03-30,PG-8895108,509,2895,1,34,0.0,17.0
US-2012-VP2176098-40999,2020-03-31,VP-2176098,2156,1169,9,99,0.4,9.9
US-2012-KM16720140-40999,2020-03-31,KM-167201404,690,884,4,80,0.2,24.0
ID-2012-PA19060102-40999,2020-03-31,PA-19060102,2121,89,4,176,0.15,61.6
MX-2012-LS1724528-40999,2020-03-31,LS-1724528,3041,104,2,298,0.0,149.0
MX-2012-LS1724528-40999,2020-03-31,LS-1724528,565,104,5,75,0.0,37.5
ES-2012-BP1123064-40999,2020-03-31,BP-1123064,1109,2466,6,204,0.0,102.0
CA-2012-KH16330140-40999,2020-03-31,KH-163301406,1482,2854,12,1524,0.0,762.0
US-2012-MZ17515140-41002,2020-04-03,MZ-175151404,1374,2415,7,91,0.2,27.3
MX-2012-BW1106518-41002,2020-04-03,BW-1106518,1796,3099,2,14,0.0,7.0
IN-2012-EH1418527-41002,2020-04-03,EH-1418527,1824,2313,3,237,0.0,118.5
IR-2012-BT153060-41002,2020-04-03,BT-153060,106,2647,1,10,0.0,5.0
CG-2012-DA345033-41002,2020-04-03,DA-345033,2723,1240,2,26,0.0,13.0
ID-2012-BB1099097-41003,2020-04-04,BB-1099097,1536,2811,19,171,0.5,0.0
CA-2012-RD19900140-41003,2020-04-04,RD-199001402,901,41,5,540,0.0,270.0
US-2012-RP19855140-41003,2020-04-04,RP-198551408,186,504,9,108,0.0,54.0
IN-2012-TH211151-41003,2020-04-04,TH-211151,2916,68,18,216,0.0,108.0
ES-2012-AG1049545-41003,2020-04-04,AG-1049545,730,509,4,24,0.0,12.0
CA-2012-GP14740140-41004,2020-04-05,GP-147401406,1538,2870,15,450,0.7,-90.0
CA-2012-FH14275140-41004,2020-04-05,FH-142751404,1113,2415,2,82,0.2,24.6
ES-2012-LC1693045-41004,2020-04-05,LC-1693045,2371,2395,7,126,0.0,63.0
ES-2012-LW1712545-41005,2020-04-06,LW-1712545,2844,1613,4,72,0.0,36.0
US-2012-SE20110140-41009,2020-04-10,SE-201101404,173,3026,1,42,0.2,12.6
CA-2012-KN16450140-41010,2020-04-11,KN-164501404,1731,2485,3,21,0.2,6.3
MX-2012-CA1196582-41010,2020-04-11,CA-1196582,203,3014,13,429,0.0,214.5
MX-2012-CA1196582-41010,2020-04-11,CA-1196582,982,3014,4,20,0.0,10.0
ES-2012-BC11125120-41010,2020-04-11,BC-11125120,485,3002,2,70,0.0,35.0
ES-2012-BC11125120-41010,2020-04-11,BC-11125120,2987,3002,1,20,0.0,10.0
CA-2012-JD15895140-41011,2020-04-12,JD-158951406,2529,1220,9,144,0.7,-28.8
MX-2012-CC1267082-41011,2020-04-12,CC-1267082,2959,1955,4,68,0.0,34.0
RS-2012-DH3675108-41011,2020-04-12,DH-3675108,2487,955,4,28,0.0,14.0
LH-2012-SW1027575-41012,2020-04-13,SW-1027575,1201,2978,1,21,0.7,-4.2
IN-2012-MG178757-41012,2020-04-13,MG-178757,3268,149,1,26,0.1,10.4
EG-2012-HG502538-41012,2020-04-13,HG-502538,3076,2294,2,34,0.0,17.0
EG-2012-HG502538-41012,2020-04-13,HG-502538,2209,2294,4,152,0.0,76.0
EG-2012-HG502538-41012,2020-04-13,HG-502538,1490,2294,4,16,0.0,8.0
MO-2012-BM178586-41013,2020-04-14,BM-178586,1513,1553,10,40,0.0,20.0
MO-2012-BM178586-41013,2020-04-14,BM-178586,2209,1553,6,228,0.0,114.0
IN-2012-PS1904527-41014,2020-04-15,PS-1904527,2739,2484,1,19,0.0,9.5
NI-2012-EH400595-41016,2020-04-17,EH-400595,1386,1360,1,12,0.7,-2.4
ES-2012-TS2143064-41016,2020-04-17,TS-2143064,2783,1676,6,48,0.0,24.0
ES-2012-DR1288048-41016,2020-04-17,DR-1288048,671,3121,12,156,0.0,78.0
IN-2012-NF1847527-41016,2020-04-17,NF-1847527,1990,3001,2,34,0.0,17.0
IN-2012-DB130607-41017,2020-04-18,DB-130607,2631,88,2,64,0.1,25.6
ES-2012-TB2105545-41017,2020-04-18,TB-2105545,1484,1062,1,12,0.0,6.0
IN-2012-BM1178558-41017,2020-04-18,BM-1178558,2977,2550,4,36,0.0,18.0
CA-2012-AG10390140-41017,2020-04-18,AG-103901408,2349,3071,3,144,0.0,72.0
NI-2012-EH376595-41018,2020-04-19,EH-376595,3165,1360,19,114,0.7,-22.8
MO-2012-TS1150586-41018,2020-04-19,TS-1150586,735,2196,1,6,0.0,3.0
MO-2012-TS1150586-41018,2020-04-19,TS-1150586,458,2196,1,5,0.0,2.5
MX-2012-SC2077093-41018,2020-04-19,SC-2077093,3012,1800,13,260,0.0,130.0
CA-2012-AA10375140-41019,2020-04-20,AA-103751404,188,2415,5,70,0.2,21.0
ES-2012-JS16030120-41019,2020-04-20,JS-16030120,2533,159,6,162,0.0,81.0
CA-2012-AH10030140-41020,2020-04-21,AH-100301406,2680,2601,13,104,0.2,31.2
MX-2012-SO2033531-41020,2020-04-21,SO-2033531,1304,1524,2,160,0.0,80.0
MX-2012-CK1232593-41020,2020-04-21,CK-1232593,2999,1800,1,6,0.0,3.0
US-2012-TS21160140-41021,2020-04-22,TS-211601406,291,1220,10,1080,0.7,-216.0
US-2012-LB16795140-41021,2020-04-22,LB-167951406,1796,1122,3,21,0.7,-4.2
TU-2012-JS5940134-41023,2020-04-24,JS-5940134,2433,1723,2,24,0.6,-2.4
NG-2012-BF100594-41023,2020-04-24,BF-100594,775,2444,1,15,0.0,7.5
CA-2012-AG10300140-41024,2020-04-25,AG-103001404,576,2415,5,45,0.2,13.5
US-2012-MJ1774055-41025,2020-04-26,MJ-1774055,1024,2414,1,13,0.4,1.3
ES-2012-PO1885045-41025,2020-04-26,PO-1885045,2154,1354,1,12,0.0,6.0
RS-2012-MG8145108-41025,2020-04-26,MG-8145108,17,2642,4,12,0.0,6.0
IT-2012-RF1984045-41025,2020-04-26,RF-1984045,2494,495,9,135,0.0,67.5
NI-2012-KT648095-41026,2020-04-27,KT-648095,2849,1360,2,58,0.7,-11.6
ES-2012-AR1054045-41026,2020-04-27,AR-1054045,2059,425,1,138,0.0,69.0
US-2012-DP1316582-41026,2020-04-27,DP-1316582,1814,2644,5,55,0.0,27.5
BN-2012-BS159015-41026,2020-04-27,BS-159015,1251,2054,16,368,0.0,184.0
CA-2012-MY18295140-41026,2020-04-27,MY-182951406,1217,2277,2,48,0.0,24.0
CA-2012-HG14845140-41027,2020-04-28,HG-148451408,1591,1730,3,18,0.0,9.0
ES-2012-CM1211564-41027,2020-04-28,CM-1211564,874,1107,3,33,0.0,16.5
ES-2012-HJ1487545-41027,2020-04-28,HJ-1487545,2099,2592,1,7,0.0,3.5
ES-2012-HJ1487545-41027,2020-04-28,HJ-1487545,1687,2592,2,80,0.0,40.0
CG-2012-GA451533-41030,2020-05-01,GA-451533,2781,1240,1,14,0.0,7.0
CA-2012-NC18415140-41031,2020-05-02,NC-184151406,2149,1899,3,120,0.2,36.0
CA-2012-NC18415140-41031,2020-05-02,NC-184151406,1143,1899,3,15,0.2,4.5
ID-2012-AR105107-41031,2020-05-02,AR-105107,2107,1104,3,9,0.1,3.6
ID-2012-AR105107-41031,2020-05-02,AR-105107,2007,1104,3,24,0.1,9.6
ID-2012-AR105107-41031,2020-05-02,AR-105107,3190,1104,3,15,0.1,6.0
TZ-2012-TR11325129-41031,2020-05-02,TR-11325129,2937,151,2,10,0.0,5.0
CA-2012-CC247523-41031,2020-05-02,CC-247523,2765,1710,2,20,0.0,10.0
CA-2012-PM18940140-41032,2020-05-03,PM-189401402,2892,1500,4,12,0.0,6.0
CA-2012-GD14590140-41033,2020-05-04,GD-145901408,3030,3071,10,90,0.0,45.0
SF-2012-MY7380117-41033,2020-05-04,MY-7380117,541,839,1,19,0.0,9.5
CA-2012-HP14815140-41034,2020-05-05,HP-148151404,2227,2415,2,16,0.2,4.8
IN-2012-MM1726058-41034,2020-05-05,MM-1726058,2286,1096,6,108,0.0,54.0
UP-2012-CY2745137-41034,2020-05-05,CY-2745137,335,570,6,48,0.0,24.0
