customer_id,segment
DJ-134201408,Corporate
DJ-13420144,Corporate
DJ-1342027,Corporate
DJ-1342028,Corporate
DJ-1342039,Corporate
DJ-1342045,Corporate
DJ-1342048,Corporate
DJ-134205,Corporate
DJ-1342051,Corporate
DJ-1342058,Corporate
DJ-1342064,Corporate
DJ-134207,Corporate
DJ-1342082,Corporate
DJ-13510120,Corporate
DJ-13510139,Corporate
DJ-135101404,Corporate
DJ-135101406,Corporate
DJ-135101408,Corporate
DJ-1351018,Corporate
DJ-1351027,Corporate
DJ-1351031,Corporate
DJ-1351039,Corporate
DJ-1351048,Corporate
DJ-1351058,Corporate
DJ-1351059,Corporate
DJ-1351064,Corporate
DJ-135107,Corporate
DJ-1351082,Corporate
DJ-13630113,Consumer
DJ-13630120,Consumer
DJ-13630130,Consumer
DJ-13630139,Consumer
DJ-136301404,Consumer
DJ-136301406,Consumer
DJ-13630144,Consumer
DJ-1363018,Consumer
DJ-1363027,Consumer
DJ-1363028,Consumer
DJ-1363036,Consumer
DJ-1363045,Consumer
DJ-1363048,Consumer
DJ-1363058,Consumer
DJ-1363059,Consumer
DJ-136307,Consumer
DJ-1363098,Consumer
DJ-342033,Corporate
DJ-342038,Corporate
DJ-34209,Corporate
DJ-342095,Corporate
DJ-3510110,Corporate
DJ-3510137,Corporate
DJ-3510146,Corporate
DJ-351023,Corporate
DJ-35103,Corporate
DJ-351038,Corporate
DJ-351061,Corporate
DJ-3630107,Consumer
DJ-3630108,Consumer
DJ-363013,Consumer
DJ-3630134,Consumer
DJ-363038,Consumer
DJ-363069,Consumer
DJ-88887148,Corporate
DK-12835102,Corporate
DK-12835120,Corporate
DK-12835139,Corporate
DK-128351402,Corporate
DK-128351404,Corporate
DK-128351406,Corporate
DK-128351408,Corporate
DK-1283527,Corporate
DK-1283534,Corporate
DK-1283536,Corporate
DK-1283545,Corporate
DK-128355,Corporate
DK-1283551,Corporate
DK-1283555,Corporate
DK-1283559,Corporate
DK-128357,Corporate
DK-1283582,Corporate
DK-1283592,Corporate
DK-1283593,Corporate
DK-1283597,Corporate
DK-1283598,Corporate
DK-12895124,Consumer
DK-128951402,Consumer
DK-128951404,Consumer
DK-128951408,Consumer
DK-1289518,Consumer
DK-1289526,Consumer
DK-1289545,Consumer
DK-1289548,Consumer
DK-1289555,Consumer
DK-1289559,Consumer
DK-1289564,Consumer
DK-1289578,Consumer
DK-1289582,Consumer
DK-1289598,Consumer
DK-12985102,Consumer
DK-12985139,Consumer
DK-129851402,Consumer
DK-129851404,Consumer
DK-129851408,Consumer
DK-12985144,Consumer
DK-1298518,Consumer
DK-1298527,Consumer
DK-1298536,Consumer
DK-1298539,Consumer
DK-1298545,Consumer
DK-1298548,Consumer
DK-129855,Consumer
DK-1298558,Consumer
DK-1298559,Consumer
DK-1298562,Consumer
DK-1298564,Consumer
DK-1298565,Consumer
DK-129857,Consumer
DK-129858,Consumer
DK-1298582,Consumer
DK-1298593,Consumer
DK-13090102,Consumer
DK-13090120,Consumer
DK-13090130,Consumer
DK-130901402,Consumer
DK-130901404,Consumer
DK-130901406,Consumer
DK-130901408,Consumer
DK-1309027,Consumer
DK-1309031,Consumer
DK-1309036,Consumer
DK-1309039,Consumer
DK-1309045,Consumer
DK-1309051,Consumer
DK-1309058,Consumer
DK-1309059,Consumer
DK-1309064,Consumer
DK-130907,Consumer
DK-130908,Consumer
DK-1309092,Consumer
DK-1309098,Consumer
DK-13150102,Corporate
DK-1315011,Corporate
DK-13150120,Corporate
DK-13150124,Corporate
DK-131501402,Corporate
DK-131501406,Corporate
DK-1315027,Corporate
DK-1315028,Corporate
DK-1315031,Corporate
DK-1315039,Corporate
DK-1315045,Corporate
DK-1315048,Corporate
DK-1315059,Corporate
DK-131507,Corporate
DK-1315082,Corporate
DK-1315093,Corporate
DK-13225120,Corporate
DK-13225139,Corporate
DK-132251402,Corporate
DK-132251404,Corporate
DK-132251406,Corporate
DK-1322526,Corporate
DK-1322527,Corporate
DK-1322531,Corporate
DK-1322539,Corporate
DK-1322545,Corporate
DK-1322548,Corporate
DK-1322551,Corporate
DK-1322555,Corporate
DK-1322558,Corporate
DK-1322559,Corporate
DK-1322564,Corporate
DK-1322566,Corporate
DK-132257,Corporate
DK-132258,Corporate
DK-1322582,Corporate
DK-1322597,Corporate
DK-13375113,Consumer
DK-13375120,Consumer
DK-13375139,Consumer
DK-133751402,Consumer
DK-133751404,Consumer
DK-133751406,Consumer
DK-1337516,Consumer
DK-1337527,Consumer
DK-1337531,Consumer
DK-1337536,Consumer
DK-1337545,Consumer
DK-1337555,Consumer
DK-1337566,Consumer
DK-133757,Consumer
DK-1337582,Consumer
DK-1337591,Consumer
DK-1337597,Consumer
DK-1337598,Consumer
DK-2835107,Corporate
DK-283513,Corporate
DK-2835134,Corporate
DK-2835142,Corporate
DK-28353,Corporate
DK-283538,Corporate
DK-283561,Corporate
DK-283563,Corporate
DK-283595,Corporate
DK-2895103,Consumer
DK-289535,Consumer
DK-289560,Consumer
DK-289561,Consumer
DK-289584,Consumer
DK-289586,Consumer
DK-298595,Consumer
DK-3090108,Consumer
DK-309038,Consumer
DK-309095,Consumer
DK-3150117,Corporate
DK-3150134,Corporate
DK-3150137,Corporate
DK-315033,Corporate
DK-31504,Corporate
DK-315047,Corporate
DK-315060,Corporate
DK-315061,Corporate
DK-315086,Corporate
DK-3225110,Corporate
DK-3225116,Corporate
DK-3225117,Corporate
DK-3225134,Corporate
DK-32253,Corporate
DK-322538,Corporate
DK-32254,Corporate
DK-322561,Corporate
DK-3375103,Consumer
DK-3375110,Consumer
DK-3375117,Consumer
DK-337523,Consumer
DK-337532,Consumer
DK-337533,Consumer
DK-337560,Consumer
DK-337587,Consumer
DL-12865102,Consumer
DL-12865139,Consumer
DL-128651402,Consumer
DL-128651404,Consumer
DL-128651406,Consumer
DL-128651408,Consumer
DL-1286527,Consumer
DL-1286545,Consumer
DL-1286548,Consumer
DL-128655,Consumer
DL-1286555,Consumer
DL-1286558,Consumer
DL-1286562,Consumer
DL-1286564,Consumer
DL-128657,Consumer
DL-128658,Consumer
DL-1286582,Consumer
DL-1286591,Consumer
DL-1286592,Consumer
DL-12925101,Consumer
DL-129251402,Consumer
DL-129251404,Consumer
DL-129251406,Consumer
DL-129251408,Consumer
DL-12925143,Consumer
DL-1292518,Consumer
DL-1292531,Consumer
DL-1292548,Consumer
DL-129255,Consumer
DL-1292558,Consumer
DL-1292559,Consumer
DL-129257,Consumer
DL-1292582,Consumer
DL-1292592,Consumer
DL-13315120,Consumer
DL-13315139,Consumer
DL-133151402,Consumer
DL-133151404,Consumer
DL-133151406,Consumer
DL-133151408,Consumer
DL-1331527,Consumer
DL-1331536,Consumer
DL-1331545,Consumer
DL-1331548,Consumer
DL-1331555,Consumer
DL-1331564,Consumer
DL-1331578,Consumer
DL-133158,Consumer
DL-1331582,Consumer
DL-1331591,Consumer
DL-1331592,Consumer
DL-1331598,Consumer
DL-13330139,Consumer
DL-133301402,Consumer
DL-133301404,Consumer
DL-133301406,Consumer
DL-133301408,Consumer
DL-1333018,Consumer
DL-1333026,Consumer
DL-1333031,Consumer
DL-1333045,Consumer
DL-1333048,Consumer
DL-133305,Consumer
DL-1333051,Consumer
DL-1333055,Consumer
DL-1333058,Consumer
DL-1333064,Consumer
DL-1333066,Consumer
DL-133307,Consumer
DL-1333082,Consumer
DL-1333091,Consumer
DL-1333092,Consumer
DL-134951,Corporate
DL-13495120,Corporate
DL-13495139,Corporate
DL-134951402,Corporate
DL-134951404,Corporate
DL-134951406,Corporate
DL-134951408,Corporate
DL-1349518,Corporate
DL-1349539,Corporate
DL-1349545,Corporate
DL-1349548,Corporate
DL-1349558,Corporate
DL-1349564,Corporate
DL-134957,Corporate
DL-1349582,Corporate
DL-1349591,Corporate
DL-1349592,Corporate
DL-1349593,Corporate
DL-2865122,Consumer
DL-2865134,Consumer
DL-286523,Consumer
DL-28653,Consumer
DL-286560,Consumer
DL-286575,Consumer
DL-2925110,Consumer
DL-2925134,Consumer
DL-2925137,Consumer
DL-292538,Consumer
DL-292568,Consumer
DL-292595,Consumer
DL-3315108,Consumer
DL-3315111,Consumer
DL-331513,Consumer
DL-331560,Consumer
DL-331586,Consumer
DL-333022,Consumer
DL-333023,Consumer
DL-333061,Consumer
DL-3495134,Corporate
DL-34954,Corporate
DL-349595,Corporate
DM-12955124,Corporate
DM-12955130,Corporate
DM-12955139,Corporate
DM-1295514,Corporate
DM-129551402,Corporate
DM-129551404,Corporate
DM-129551406,Corporate
DM-129551408,Corporate
DM-1295518,Corporate
DM-1295527,Corporate
DM-1295531,Corporate
DM-1295536,Corporate
DM-1295545,Corporate
DM-1295548,Corporate
DM-1295551,Corporate
DM-1295555,Corporate
DM-1295558,Corporate
DM-129557,Corporate
DM-1295582,Corporate
DM-1295592,Corporate
DM-1295598,Corporate
DM-13015102,Consumer
DM-13015120,Consumer
DM-130151402,Consumer
DM-130151404,Consumer
DM-130151406,Consumer
DM-130151408,Consumer
DM-1301527,Consumer
DM-1301545,Consumer
DM-1301548,Consumer
DM-1301551,Consumer
DM-1301559,Consumer
DM-1301564,Consumer
DM-130157,Consumer
DM-1301582,Consumer
DM-1301592,Consumer
DM-1301593,Consumer
DM-13345120,Corporate
DM-13345124,Corporate
DM-13345139,Corporate
DM-133451402,Corporate
DM-133451404,Corporate
DM-133451406,Corporate
DM-133451408,Corporate
DM-13345143,Corporate
DM-1334518,Corporate
DM-1334527,Corporate
DM-1334548,Corporate
DM-1334558,Corporate
DM-1334559,Corporate
DM-1334564,Corporate
DM-133457,Corporate
DM-1334582,Corporate
DM-1334593,Corporate
DM-1334597,Corporate
DM-135251402,Corporate
DM-135251406,Corporate
DM-135251408,Corporate
DM-1352518,Corporate
DM-1352527,Corporate
DM-1352545,Corporate
DM-1352548,Corporate
DM-1352558,Corporate
DM-1352562,Corporate
DM-1352564,Corporate
DM-135257,Corporate
DM-1352582,Corporate
DM-1352592,Corporate
DM-2955134,Corporate
DM-2955137,Corporate
DM-295523,Corporate
DM-295529,Corporate
DM-295533,Corporate
DM-295568,Corporate
DM-295583,Corporate
DM-295595,Corporate
DM-3015133,Consumer
DM-301538,Consumer
DM-301560,Consumer
DM-301561,Consumer
DM-301586,Consumer
DM-3345110,Corporate
DM-3345131,Corporate
DM-3345134,Corporate
DM-334533,Corporate
DM-334595,Corporate
DM-3525114,Corporate
DM-3525134,Corporate
DM-352523,Corporate
DM-352533,Corporate
DM-352560,Corporate
DN-13690120,Consumer
DN-136901402,Consumer
DN-136901404,Consumer
DN-136901406,Consumer
DN-1369018,Consumer
DN-1369027,Consumer
DN-1369059,Consumer
DN-1369062,Consumer
DN-1369064,Consumer
DN-136907,Consumer
DN-1369082,Consumer
DN-1369092,Consumer
DN-3690117,Consumer
DN-3690134,Consumer
DN-3690147,Consumer
DN-369023,Consumer
DN-369038,Consumer
DO-13435102,Consumer
DO-1343511,Consumer
DO-13435130,Consumer
DO-134351404,Consumer
DO-134351406,Consumer
DO-134351408,Consumer
DO-13435144,Consumer
DO-1343518,Consumer
DO-1343527,Consumer
DO-1343531,Consumer
DO-1343536,Consumer
DO-1343539,Consumer
DO-1343545,Consumer
DO-1343548,Consumer
DO-1343558,Consumer
DO-1343559,Consumer
DO-1343564,Consumer
DO-134357,Consumer
DO-1343582,Consumer
DO-1343593,Consumer
DO-1364512,Consumer
DO-13645139,Consumer
DO-136451402,Consumer
DO-136451404,Consumer
DO-136451406,Consumer
DO-136451408,Consumer
DO-1364518,Consumer
DO-1364527,Consumer
DO-1364539,Consumer
DO-1364548,Consumer
DO-1364555,Consumer
DO-1364559,Consumer
DO-1364564,Consumer
DO-1364566,Consumer
DO-136457,Consumer
DO-1364582,Consumer
DO-1364591,Consumer
DO-3435108,Consumer
DO-3435117,Consumer
DO-3435134,Consumer
DO-3435137,Consumer
DO-343515,Consumer
DO-343522,Consumer
DO-343560,Consumer
DO-343567,Consumer
DO-343586,Consumer
DO-343595,Consumer
DO-3645103,Consumer
DO-364523,Consumer
DO-364561,Consumer
DO-364595,Consumer
DP-13000139,Consumer
DP-130001402,Consumer
DP-130001404,Consumer
DP-130001406,Consumer
DP-130001408,Consumer
DP-13000144,Consumer
DP-1300018,Consumer
DP-1300039,Consumer
DP-1300045,Consumer
DP-1300048,Consumer
DP-1300059,Consumer
DP-1300062,Consumer
DP-1300064,Consumer
DP-130007,Consumer
DP-1300078,Consumer
DP-1300088,Consumer
DP-1300093,Consumer
DP-1300098,Consumer
DP-13105118,Corporate
DP-131051402,Corporate
DP-131051404,Corporate
DP-131051406,Corporate
DP-1310528,Corporate
DP-1310536,Corporate
DP-1310545,Corporate
DP-1310555,Corporate
DP-1310564,Corporate
DP-131057,Corporate
DP-1310582,Corporate
DP-1310598,Corporate
DP-13165139,Consumer
DP-131651402,Consumer
DP-131651406,Consumer
DP-13165143,Consumer
DP-1316527,Consumer
DP-1316531,Consumer
DP-1316536,Consumer
DP-1316545,Consumer
DP-1316548,Consumer
DP-1316558,Consumer
DP-1316559,Consumer
DP-1316564,Consumer
DP-131657,Consumer
DP-1316582,Consumer
DP-1316591,Consumer
DP-1316592,Consumer
DP-1316593,Consumer
DP-13390118,Self-Employed
DP-133901402,Self-Employed
DP-133901404,Self-Employed
DP-133901406,Self-Employed
DP-133901408,Self-Employed
DP-1339018,Self-Employed
DP-1339026,Self-Employed
DP-1339045,Self-Employed
DP-1339048,Self-Employed
DP-1339058,Self-Employed
DP-1339059,Self-Employed
DP-1339064,Self-Employed
DP-133907,Self-Employed
DP-1339078,Self-Employed
DP-1339082,Self-Employed
DP-3000108,Consumer
DP-3000109,Consumer
DP-3000116,Consumer
DP-3000134,Consumer
DP-300023,Consumer
DP-300033,Consumer
DP-300060,Consumer
DP-300086,Consumer
DP-300087,Consumer
DP-3105117,Corporate
DP-3105134,Corporate
DP-310519,Corporate
DP-310522,Corporate
DP-310533,Corporate
DP-310586,Corporate
DP-3165111,Consumer
DP-3165134,Consumer
DP-3165136,Consumer
DP-316529,Consumer
DP-316549,Consumer
DP-316595,Consumer
DP-3390109,Self-Employed
DP-3390110,Self-Employed
DP-3390117,Self-Employed
DP-3390137,Self-Employed
DP-339023,Self-Employed
DP-339060,Self-Employed
DR-12880102,Corporate
DR-12880120,Corporate
DR-128801402,Corporate
DR-128801404,Corporate
DR-128801406,Corporate
DR-128801408,Corporate
DR-12880144,Corporate
DR-1288018,Corporate
DR-1288027,Corporate
DR-1288045,Corporate
DR-1288048,Corporate
DR-1288058,Corporate
DR-1288078,Corporate
DR-1288082,Corporate
DR-1288093,Corporate
DR-12940102,Self-Employed
DR-12940118,Self-Employed
DR-12940120,Self-Employed
DR-12940139,Self-Employed
DR-129401402,Self-Employed
DR-129401404,Self-Employed
DR-129401406,Self-Employed
DR-129401408,Self-Employed
DR-1294028,Self-Employed
DR-1294036,Self-Employed
DR-1294039,Self-Employed
DR-1294045,Self-Employed
DR-1294048,Self-Employed
DR-129405,Self-Employed
DR-1294058,Self-Employed
DR-1294059,Self-Employed
DR-1294064,Self-Employed
DR-129407,Self-Employed
DR-1294082,Self-Employed
DR-1294092,Self-Employed
DR-1294098,Self-Employed
DR-2880137,Corporate
DR-2880147,Corporate
DR-288033,Corporate
DR-288038,Corporate
DR-288068,Corporate
DR-28809,Corporate
DR-288095,Corporate
DR-2940103,Self-Employed
DR-2940129,Self-Employed
DR-2940134,Self-Employed
DR-29403,Self-Employed
DR-294033,Self-Employed
DR-29404,Self-Employed
DR-294087,Self-Employed
DR-294095,Self-Employed
DS-13030102,Self-Employed
DS-130301404,Self-Employed
DS-130301406,Self-Employed
DS-1303018,Self-Employed
DS-1303036,Self-Employed
DS-1303045,Self-Employed
DS-1303048,Self-Employed
DS-130305,Self-Employed
DS-1303051,Self-Employed
DS-1303058,Self-Employed
DS-130307,Self-Employed
DS-1303082,Self-Employed
DS-1303091,Self-Employed
DS-1303093,Self-Employed
DS-1303097,Self-Employed
DS-13180120,Corporate
DS-13180139,Corporate
DS-131801402,Corporate
DS-131801404,Corporate
DS-131801406,Corporate
DS-131801408,Corporate
DS-1318016,Corporate
DS-1318018,Corporate
DS-1318027,Corporate
DS-1318031,Corporate
DS-1318036,Corporate
DS-1318045,Corporate
DS-1318055,Corporate
DS-1318059,Corporate
DS-1318064,Corporate
DS-131807,Corporate
DS-1318082,Corporate
DS-1318093,Corporate
DS-1318098,Corporate
DS-303013,Self-Employed
DS-3030134,Self-Employed
DS-303030,Self-Employed
DS-303038,Self-Employed
DS-30308,Self-Employed
DS-303087,Self-Employed
DS-3180134,Corporate
DS-31803,Corporate
DV-13045120,Corporate
DV-130451404,Corporate
DV-130451406,Corporate
DV-130451408,Corporate
DV-13045143,Corporate
DV-1304518,Corporate
DV-1304545,Corporate
DV-1304548,Corporate
DV-1304554,Corporate
DV-1304555,Corporate
DV-1304558,Corporate
DV-1304559,Corporate
DV-1304564,Corporate
DV-130457,Corporate
DV-1304582,Corporate
DV-1304591,Corporate
DV-1304593,Corporate
DV-13465139,Consumer
DV-134651402,Consumer
DV-134651404,Consumer
DV-134651406,Consumer
DV-13465143,Consumer
DV-1346518,Consumer
DV-1346527,Consumer
DV-1346531,Consumer
DV-1346539,Consumer
DV-1346558,Consumer
DV-1346559,Consumer
DV-1346564,Consumer
DV-1346582,Consumer
DV-1346593,Consumer
DV-3045108,Corporate
DV-3045117,Corporate
DV-3045134,Corporate
DV-3045137,Corporate
DV-304530,Corporate
DV-304560,Corporate
DV-304563,Corporate
DV-304567,Corporate
DV-304595,Corporate
DV-3465137,Consumer
DV-34654,Consumer
DV-346547,Consumer
DV-346549,Consumer
DV-346561,Consumer
DW-131951,Corporate
DW-13195130,Corporate
DW-131951402,Corporate
DW-131951404,Corporate
DW-131951408,Corporate
DW-1319518,Corporate
DW-1319527,Corporate
DW-1319539,Corporate
DW-1319545,Corporate
DW-1319548,Corporate
DW-1319558,Corporate
DW-1319559,Corporate
DW-131957,Corporate
DW-1319582,Corporate
DW-1319598,Corporate
DW-13480101,Self-Employed
DW-13480102,Self-Employed
DW-13480113,Self-Employed
DW-13480130,Self-Employed
DW-13480139,Self-Employed
DW-134801402,Self-Employed
DW-134801404,Self-Employed
DW-134801408,Self-Employed
DW-1348018,Self-Employed
DW-1348045,Self-Employed
DW-1348048,Self-Employed
DW-1348051,Self-Employed
DW-1348055,Self-Employed
DW-1348058,Self-Employed
DW-134807,Self-Employed
DW-134808,Self-Employed
DW-1348082,Self-Employed
DW-13540120,Consumer
DW-13540139,Consumer
DW-135401402,Consumer
DW-135401404,Consumer
DW-135401406,Consumer
DW-135401408,Consumer
DW-1354018,Consumer
DW-1354021,Consumer
DW-1354031,Consumer
DW-1354039,Consumer
DW-1354045,Consumer
DW-1354048,Consumer
DW-1354055,Consumer
DW-135407,Consumer
DW-1354078,Consumer
DW-1354082,Consumer
DW-1354093,Consumer
DW-13585132,Corporate
DW-135851404,Corporate
DW-135851406,Corporate
DW-135851408,Corporate
DW-13585144,Corporate
DW-1358518,Corporate
DW-1358527,Corporate
DW-1358531,Corporate
DW-1358536,Corporate
DW-1358539,Corporate
DW-1358545,Corporate
DW-1358548,Corporate
DW-1358555,Corporate
DW-1358558,Corporate
DW-1358559,Corporate
DW-1358564,Corporate
DW-1358566,Corporate
DW-135857,Corporate
DW-135858,Corporate
DW-1358593,Corporate
DW-1358598,Corporate
DW-3195134,Corporate
DW-319533,Corporate
DW-319560,Corporate
DW-319561,Corporate
DW-3480109,Self-Employed
DW-3480137,Self-Employed
DW-3480142,Self-Employed
DW-348023,Self-Employed
DW-348033,Self-Employed
DW-348049,Self-Employed
DW-348060,Self-Employed
DW-348061,Self-Employed
DW-348095,Self-Employed
DW-3540134,Consumer
DW-3540145,Consumer
DW-354023,Consumer
DW-354095,Consumer
DW-358523,Corporate
DW-358533,Corporate
DW-358586,Corporate
DW-358595,Corporate
Dl-13600121,Corporate
Dl-13600130,Corporate
Dl-13600139,Corporate
Dl-136001402,Corporate
Dl-136001404,Corporate
Dl-136001406,Corporate
Dl-1360045,Corporate
Dl-1360048,Corporate
Dl-1360055,Corporate
Dl-1360058,Corporate
Dl-1360059,Corporate
Dl-1360064,Corporate
Dl-136007,Corporate
Dl-1360078,Corporate
Dl-1360092,Corporate
Dl-3600110,Corporate
Dl-3600111,Corporate
Dl-3600117,Corporate
Dl-3600131,Corporate
Dl-3600134,Corporate
Dl-360049,Corporate
Dl-360061,Corporate
Dl-360095,Corporate
Dp-13240139,Self-Employed
Dp-132401402,Self-Employed
Dp-132401404,Self-Employed
Dp-132401406,Self-Employed
Dp-132401408,Self-Employed
Dp-13240143,Self-Employed
Dp-1324018,Self-Employed
Dp-1324026,Self-Employed
Dp-1324027,Self-Employed
Dp-1324028,Self-Employed
Dp-1324031,Self-Employed
Dp-1324037,Self-Employed
Dp-1324058,Self-Employed
Dp-1324064,Self-Employed
Dp-1324066,Self-Employed
Dp-132407,Self-Employed
Dp-1324082,Self-Employed
Dp-1324098,Self-Employed
Dp-3240107,Self-Employed
Dp-3240116,Self-Employed
Dp-3240117,Self-Employed
Dp-324023,Self-Employed
Dp-324033,Self-Employed
Dp-324038,Self-Employed
EA-14035113,Corporate
EA-14035120,Corporate
EA-14035139,Corporate
EA-140351402,Corporate
EA-140351404,Corporate
EA-140351406,Corporate
EA-140351408,Corporate
EA-1403527,Corporate
EA-1403536,Corporate
EA-1403545,Corporate
EA-140355,Corporate
EA-1403555,Corporate
EA-1403559,Corporate
EA-140357,Corporate
EA-1403582,Corporate
EA-1403592,Corporate
EA-1403598,Corporate
EA-4035103,Corporate
EA-4035134,Corporate
EA-403560,Corporate
EB-13705120,Corporate
EB-13705124,Corporate
EB-137051402,Corporate
EB-137051404,Corporate
EB-137051406,Corporate
EB-1370518,Corporate
EB-1370527,Corporate
EB-1370528,Corporate
EB-1370536,Corporate
EB-1370539,Corporate
EB-1370545,Corporate
EB-1370548,Corporate
EB-137055,Corporate
EB-1370559,Corporate
EB-137057,Corporate
EB-1370578,Corporate
EB-1370582,Corporate
EB-1370592,Corporate
EB-13750113,Corporate
EB-137501402,Corporate
EB-137501404,Corporate
EB-137501406,Corporate
EB-137501408,Corporate
EB-13750143,Corporate
EB-1375018,Corporate
EB-1375045,Corporate
EB-1375051,Corporate
EB-137507,Corporate
EB-137508,Corporate
EB-1375096,Corporate
EB-13840139,Corporate
EB-138401402,Corporate
EB-138401404,Corporate
EB-138401406,Corporate
EB-138401408,Corporate
EB-1384018,Corporate
EB-1384027,Corporate
EB-1384031,Corporate
EB-1384045,Corporate
EB-1384048,Corporate
EB-1384059,Corporate
EB-138407,Corporate
EB-1384082,Corporate
EB-1384092,Corporate
EB-1384093,Corporate
EB-138701402,Consumer
EB-138701404,Consumer
EB-138701406,Consumer
EB-138701408,Consumer
EB-13870141,Consumer
EB-1387045,Consumer
EB-1387048,Consumer
EB-1387058,Consumer
EB-1387059,Consumer
EB-1387064,Consumer
EB-138707,Consumer
EB-1387096,Consumer
EB-13930130,Consumer
EB-13930139,Consumer
EB-139301402,Consumer
EB-139301404,Consumer
EB-139301408,Consumer
EB-1393027,Consumer
EB-1393031,Consumer
EB-1393045,Consumer
EB-1393059,Consumer
EB-139307,Consumer
EB-1393082,Consumer
EB-13975102,Corporate
EB-13975139,Corporate
EB-139751404,Corporate
EB-139751408,Corporate
EB-1397518,Corporate
EB-1397527,Corporate
EB-1397536,Corporate
EB-1397548,Corporate
EB-1397551,Corporate
EB-1397555,Corporate
EB-1397558,Corporate
EB-1397559,Corporate
EB-1397564,Corporate
EB-139757,Corporate
EB-1397582,Corporate
EB-1397591,Corporate
EB-1397592,Corporate
EB-1397593,Corporate
EB-14110120,Consumer
EB-14110139,Consumer
EB-141101404,Consumer
EB-141101406,Consumer
EB-1411027,Consumer
EB-1411036,Consumer
EB-1411039,Consumer
EB-1411045,Consumer
EB-1411048,Consumer
EB-1411051,Consumer
EB-1411059,Consumer
EB-141107,Consumer
EB-141108,Consumer
EB-1411091,Consumer
EB-1411097,Consumer
EB-141701402,Consumer
EB-141701404,Consumer
EB-141701408,Consumer
EB-14170143,Consumer
EB-1417018,Consumer
EB-1417027,Consumer
EB-1417028,Consumer
EB-1417036,Consumer
EB-1417051,Consumer
EB-1417058,Consumer
EB-1417059,Consumer
EB-1417064,Consumer
EB-1417066,Consumer
EB-141707,Consumer
EB-1417082,Consumer
EB-1417093,Consumer
EB-3705108,Corporate
EB-370538,Corporate
EB-370574,Corporate
EB-3750134,Corporate
EB-3750142,Corporate
EB-375017,Corporate
EB-375023,Corporate
EB-375068,Corporate
EB-3840122,Corporate
EB-3840134,Corporate
EB-3840137,Corporate
EB-384023,Corporate
EB-384060,Corporate
EB-3870131,Consumer
EB-3870134,Consumer
EB-3870147,Consumer
EB-387060,Consumer
EB-387095,Consumer
EB-3930110,Consumer
EB-3930134,Consumer
EB-3930137,Consumer
EB-393033,Consumer
EB-393052,Consumer
EB-393060,Consumer
EB-393087,Consumer
EB-3975110,Corporate
EB-3975111,Corporate
EB-3975117,Corporate
EB-3975126,Corporate
EB-3975147,Corporate
EB-397533,Corporate
EB-397547,Corporate
EB-397561,Corporate
EB-39758,Corporate
EB-411013,Consumer
EB-4110134,Consumer
EB-4110138,Consumer
EB-411038,Consumer
EB-411061,Consumer
EB-411070,Consumer
EB-411079,Consumer
EB-411095,Consumer
EB-4170107,Consumer
EB-4170111,Consumer
EB-4170122,Consumer
EB-417033,Consumer
EB-417060,Consumer
EB-417086,Consumer
EC-1405011,Consumer
EC-14050139,Consumer
EC-1405014,Consumer
EC-140501402,Consumer
EC-140501404,Consumer
EC-140501406,Consumer
EC-140501408,Consumer
EC-1405018,Consumer
EC-1405027,Consumer
EC-1405048,Consumer
EC-140505,Consumer
EC-1405058,Consumer
EC-1405059,Consumer
EC-140507,Consumer
EC-1405082,Consumer
EC-1405092,Consumer
EC-1405097,Consumer
EC-4050108,Consumer
EC-4050110,Consumer
EC-4050145,Consumer
EC-405029,Consumer
EC-405060,Consumer
EC-405094,Consumer
EC-405095,Consumer
ED-138851,Self-Employed
ED-13885120,Self-Employed
ED-13885139,Self-Employed
ED-138851402,Self-Employed
ED-138851404,Self-Employed
ED-138851406,Self-Employed
ED-13885144,Self-Employed
ED-1388518,Self-Employed
ED-1388527,Self-Employed
ED-1388528,Self-Employed
ED-1388539,Self-Employed
ED-1388545,Self-Employed
ED-1388548,Self-Employed
ED-1388551,Self-Employed
ED-1388558,Self-Employed
ED-1388559,Self-Employed
ED-1388564,Self-Employed
ED-138857,Self-Employed
ED-1388582,Self-Employed
ED-3885108,Self-Employed
ED-3885134,Self-Employed
ED-388523,Self-Employed
ED-388532,Self-Employed
ED-388561,Self-Employed
ED-388586,Self-Employed
ED-388595,Self-Employed
EG-1390011,Consumer
EG-13900120,Consumer
EG-13900139,Consumer
EG-139001402,Consumer
EG-139001406,Consumer
EG-139001408,Consumer
EG-13900143,Consumer
EG-1390039,Consumer
EG-1390045,Consumer
EG-1390051,Consumer
EG-1390058,Consumer
EG-139007,Consumer
EG-1390082,Consumer
EG-1390088,Consumer
EG-1390091,Consumer
EG-3900108,Consumer
EG-3900110,Consumer
EG-3900134,Consumer
EG-39003,Consumer
EG-390038,Consumer
EG-390049,Consumer
EG-390060,Consumer
EG-390067,Consumer
EG-390077,Consumer
EG-390095,Consumer
EH-13765124,Corporate
EH-137651402,Corporate
EH-137651404,Corporate
EH-137651406,Corporate
EH-1376518,Corporate
EH-1376527,Corporate
EH-1376545,Corporate
EH-1376548,Corporate
EH-1376555,Corporate
EH-1376564,Corporate
EH-137657,Corporate
EH-1376582,Corporate
EH-1376592,Corporate
EH-139451,Consumer
EH-13945139,Consumer
EH-139451402,Consumer
EH-139451404,Consumer
