product_id,product,subcategory,category,retail_price
697,Crabtree & Evelyn Gardeners Hand Therapy,"bath oils, bubbles and soaks",Body care,32.0
698,Crabtree & Evelyn Goatmilk & Oat Hand Therapy,Nail care products,Body care,31.0
699,Crabtree & Evelyn La Source Bath & Shower Gel,face masks and exfoliators,Body care,5.0
700,Crabtree & Evelyn La Source Hand Therapy,"bath oils, bubbles and soaks",Body care,18.0
701,Crabtree & Evelyn Pear & Pink Magnolia Hand Therapy,body moisturizers,Body care,13.0
702,Crabtree & Evelyn Pomegranate & Argan Oil Hand Therapy,"bath oils, bubbles and soaks",Body care,13.0
703,Crabtree & Evelyn Rosewater & Pink Peppercorn Hand Therapy,"bath oils, bubbles and soaks",Body care,17.0
704,Crabtree & Evelyn Rosewater Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,4.0
705,Crabtree & Evelyn Spiced Earl Grey Hand Therapy,body moisturizers,Body care,24.0
706,Crabtree & Evelyn Summer Hill Bath & Shower Gel,Nail care products,Body care,16.0
707,Crabtree & Evelyn White Cardamom Hand Therapy,shampoos and conditioners,Hair care,17.0
708,Deborah Lippmann Gel Lab Pro Break 4 Love Vibrant Pink,body moisturizers,Body care,6.0
709,Deborah Lippmann Gel Lab Pro Call Me Maybe Soft Pink,Body soaps and washes,Body care,7.0
710,Deborah Lippmann Gel Lab Pro Chain Reaction Gunmetal Gray,"bath oils, bubbles and soaks",Body care,4.0
711,Deborah Lippmann Gel Lab Pro Don’t Stop Believin’ Orange-Red,"bath oils, bubbles and soaks",Body care,4.0
712,Deborah Lippmann Gel Lab Pro Fashion Warm Beige,"bath oils, bubbles and soaks",Body care,8.0
713,Deborah Lippmann Gel Lab Pro Glitter and Be Gay Gold with Holographic Glitter,Body soaps and washes,Body care,6.0
714,Deborah Lippmann Gel Lab Pro Happy Birthday Multi-Color Glitter,body moisturizers,Body care,5.0
715,Deborah Lippmann Gel Lab Pro It’s Raining Men Bright Red,"bath oils, bubbles and soaks",Body care,4.0
716,Deborah Lippmann Gel Lab Pro Let’s Go Crazy Purple with Glitter,vitamins and supplements,Body care,9.0
717,Deborah Lippmann Gel Lab Pro Naked Sheer Nude,Body soaps and washes,Body care,11.0
718,Deborah Lippmann Gel Lab Pro Rolling in the Deep Deep Blue,Body soaps and washes,Body care,4.0
719,Deborah Lippmann Gel Lab Pro Shifting Sands Sandy Beige,Nail care products,Body care,6.0
720,Deborah Lippmann Gel Lab Pro Stairway to Heaven Iridescent Glitter,"bath oils, bubbles and soaks",Body care,11.0
721,"Deborah Lippmann Gel Lab Pro Sugar, Sugar Shimmering Red",face masks and exfoliators,Body care,6.0
722,Deborah Lippmann Gel Lab Pro Wow White,Nail care products,Body care,11.0
723,Deborah Lippmann Nail Polish Across the Universe Navy with Blue Glitter,Body soaps and washes,Body care,3.0
724,Deborah Lippmann Nail Polish Between the Sheets Bright Fuchsia,brushes and applicators,Home and Accessories,3.0
725,Deborah Lippmann Nail Polish Cleopatra in New York Black with Gold Glitter,"bath oils, bubbles and soaks",Body care,4.0
726,Deborah Lippmann Nail Polish Dark Side of the Moon Deep Plum,"bath oils, bubbles and soaks",Body care,4.0
727,Deborah Lippmann Nail Polish Daytripper Soft Coral,"bath oils, bubbles and soaks",Body care,6.0
728,Deborah Lippmann Nail Polish Footloose Bright Red,"bath oils, bubbles and soaks",Body care,5.0
729,Deborah Lippmann Nail Polish Glamorous Life Rose Gold Metallic,"bath oils, bubbles and soaks",Body care,6.0
730,Deborah Lippmann Nail Polish I’m Not Edible Bubblegum Pink with Black Glitter,vitamins and supplements,Body care,3.0
731,Deborah Lippmann Nail Polish La Vie En Rose Pale Pink,"bath oils, bubbles and soaks",Body care,5.0
732,Deborah Lippmann Nail Polish Lady is a Tramp Classic Red,body moisturizers,Body care,3.0
733,Deborah Lippmann Nail Polish Mermaid’s Dream Seafoam Green with Glitter,face moisturizing products,Face care,10.0
734,Deborah Lippmann Nail Polish Naked Truth Sheer Beige,"bath oils, bubbles and soaks",Body care,4.0
735,Deborah Lippmann Nail Polish She Drives Me Crazy Teal,"bath oils, bubbles and soaks",Body care,4.0
736,Deborah Lippmann Nail Polish Stormy Weather Cool Gray,"bath oils, bubbles and soaks",Body care,6.0
737,Deborah Lippmann Nail Polish Whatever Lola Wants Lilac with Shimmer,"bath oils, bubbles and soaks",Body care,6.0
738,Dial Clean + Gentle Body Wash,"bath oils, bubbles and soaks",Body care,11.0
739,Dial Coconut Water & Bamboo Leaf Extract Hydrating Body Wash,Nail care products,Body care,7.0
740,Dial For Men Body Wash,"bath oils, bubbles and soaks",Body care,14.0
741,Dial Greek Yogurt Moisturizing Body Wash,Nail care products,Body care,10.0
742,Dial Hibiscus Water Hydrating Body Wash,"bath oils, bubbles and soaks",Body care,15.0
743,Dial Himalayan Salt Hydrating Body Wash,body moisturizers,Body care,8.0
744,Dial Manuka Honey Body Wash,hand creams,Body care,14.0
745,Dial Marula Oil Hydrating Body Wash,"bath oils, bubbles and soaks",Body care,7.0
746,Dial Miracle Oil Restoring Body Wash,Accessories,Home and Accessories,8.0
747,Dial Spring Water Hydrating Body Wash,Nail care products,Body care,13.0
748,Dior Acqua di Giò,face moisturizing products,Face care,99.0
749,Dior Addict Lip Glow Coral,body moisturizers,Body care,10.0
750,Dior Addict Lipstick Be Dior Fuchsia,body moisturizers,Body care,17.0
751,Dior Addict Lipstick Diorkiss,"bath oils, bubbles and soaks",Body care,20.0
752,Dior Addict Lipstick Rosewood,face masks and exfoliators,Body care,14.0
753,Dior Airbrush Flawless Foundation,face masks and exfoliators,Body care,19.0
754,Dior Crystal Noir,body moisturizers,Body care,46.0
755,Dior Double Wear Foundation,face masks and exfoliators,Body care,35.0
756,Dior Explorer,face masks and exfoliators,Body care,99.0
757,Dior Fit Me Foundation,"bath oils, bubbles and soaks",Body care,20.0
758,Dior Flawless Fusion Ultra-Longwear Foundation,"bath oils, bubbles and soaks",Body care,15.0
759,Dior Gentleman,shampoos and conditioners,Hair care,106.0
760,Dior Hydra Life Glow Better Fresh Jelly Mask,"bath oils, bubbles and soaks",Body care,16.0
761,Dior Invictus,face moisturizing products,Face care,106.0
762,Dior L'Interdit,"bath oils, bubbles and soaks",Body care,104.0
763,Dior Pro Filt'r Foundation,"bath oils, bubbles and soaks",Body care,19.0
764,Dior Rouge 080 Red Smile,Nail care products,Body care,16.0
765,Dior Rouge 434 Promenade Nude,"bath oils, bubbles and soaks",Body care,16.0
766,Dior Rouge 772 Classic Rose,face masks and exfoliators,Body care,7.0
767,Dior Rouge 869 Sophisticated Plum,body moisturizers,Body care,11.0
768,Dior Rouge 910 Arsène Noir,"bath oils, bubbles and soaks",Body care,20.0
769,Dior Rouge 999 Iconic Red,body moisturizers,Body care,13.0
770,Dior Studio Fix Fluid,"bath oils, bubbles and soaks",Body care,17.0
771,Dior Teint Idole Ultra Wear Foundation,vitamins and supplements,Body care,35.0
772,Dior Vanish Seamless Finish Foundation Stick,"bath oils, bubbles and soaks",Body care,32.0
773,Dior Your Skin But Better CC+ Cream,body moisturizers,Body care,30.0
774,Diptyque Baies Candle,"bath oils, bubbles and soaks",Body care,6.0
775,Diptyque Eucalyptus Spearmint Candle,Body soaps and washes,Body care,10.0
776,Diptyque French Cade Lavender Candle,Body soaps and washes,Body care,11.0
777,Diptyque Geranium Candle,body moisturizers,Body care,11.0
778,Diptyque REPLICA Lazy Sunday Morning Candle,"bath oils, bubbles and soaks",Body care,5.0
779,Diptyque Rustic Pumpkin Candle,body moisturizers,Body care,9.0
780,Diptyque Santal 26 Candle,face masks and exfoliators,Body care,10.0
781,Diptyque Smell of Spring Spray,"bath oils, bubbles and soaks",Body care,9.0
782,Dolce & Gabbana 1 Million,vitamins and supplements,Body care,70.0
783,Dolce & Gabbana Black Opium,vitamins and supplements,Body care,54.0
784,Dolce & Gabbana Daisy,"bath oils, bubbles and soaks",Body care,52.0
785,Dolce & Gabbana Her Eau de Parfum,Nail care products,Body care,76.0
786,Dove Advanced Hair Series Quench Absolute Shampoo,hand creams,Body care,39.0
787,Dove Advanced Hair Series Regenerative Nourishment Conditioner,hair colors and toners,Hair care,39.0
788,Dove Advanced Hair Series Regenerative Nourishment Shampoo,"bath oils, bubbles and soaks",Body care,33.0
789,Dove Deep Moisture Body Wash,"bath oils, bubbles and soaks",Body care,3.0
790,Dove DermaCare Scalp Soothing Moisture Conditioner,Nail care products,Body care,20.0
791,Dove DermaCare Scalp Soothing Moisture Shampoo,Body soaps and washes,Body care,13.0
792,Dove Dermacare Scalp Anti-Dandruff Conditioner,"bath oils, bubbles and soaks",Body care,33.0
793,Dove Dermacare Scalp Anti-Dandruff Shampoo,body moisturizers,Body care,31.0
794,Dove Exfoliating Body Polish - Crushed Macadamia & Rice Milk,Body soaps and washes,Body care,3.0
795,Dove Gentle Exfoliating Body Wash,body moisturizers,Body care,9.0
796,Dove Go Fresh Cucumber & Green Tea Body Wash,face masks and exfoliators,Body care,6.0
797,Dove Go Fresh Revitalize Body Wash,"bath oils, bubbles and soaks",Body care,11.0
798,Dove Intensive Repair Conditioner,body moisturizers,Body care,8.0
799,Dove Intensive Repair Shampoo,"bath oils, bubbles and soaks",Body care,36.0
800,Dove Men+Care Clean Comfort Body Wash,face masks and exfoliators,Body care,15.0
801,Dove Men+Care Fresh & Clean Fortifying Conditioner,"bath oils, bubbles and soaks",Body care,14.0
802,Dove Men+Care Fresh & Clean Fortifying Shampoo,"bath oils, bubbles and soaks",Body care,35.0
803,Dove Men+Care Hydration Balance Body Wash,shampoos and conditioners,Hair care,8.0
804,Dove Nourishing Secrets Glowing Ritual Bath Soak,"bath oils, bubbles and soaks",Body care,10.0
805,Dove Nutritive Solutions Anti-Frizz Oil Therapy Conditioner,Body soaps and washes,Body care,14.0
806,Dove Nutritive Solutions Anti-Frizz Oil Therapy Shampoo,"bath oils, bubbles and soaks",Body care,23.0
807,Dove Nutritive Solutions Daily Moisture Conditioner,"bath oils, bubbles and soaks",Body care,19.0
808,Dove Nutritive Solutions Daily Moisture Shampoo,"bath oils, bubbles and soaks",Body care,20.0
809,Dove Nutritive Solutions Intensive Repair Conditioner,"bath oils, bubbles and soaks",Body care,21.0
810,Dove Nutritive Solutions Intensive Repair Shampoo,"bath oils, bubbles and soaks",Body care,34.0
811,Dove Nutritive Solutions Oxygen Moisture Conditioner,Body soaps and washes,Body care,23.0
812,Dove Nutritive Solutions Oxygen Moisture Shampoo,"bath oils, bubbles and soaks",Body care,29.0
813,Dove Pure Care Dry Oil Conditioner,"bath oils, bubbles and soaks",Body care,37.0
814,Dove Pure Care Dry Oil Shampoo,"bath oils, bubbles and soaks",Body care,31.0
815,Dove Purely Pampering Almond Cream Bath Soak,"bath oils, bubbles and soaks",Body care,7.0
816,Dove Purely Pampering Coconut Milk Body Wash,hand creams,Body care,15.0
817,Dove Purely Pampering Shea Butter with Warm Vanilla Body Wash,Accessories,Home and Accessories,3.0
818,Dove Sensitive Skin Body Wash,body moisturizers,Body care,16.0
819,Dr Hauschka Lemon Lemongrass Vitalising Bath Essence,"bath oils, bubbles and soaks",Body care,15.0
820,Dr Hauschka Moor Lavender Calming Bath Essence,"bath oils, bubbles and soaks",Body care,16.0
821,Dr Teal's Eucalyptus & Spearmint Bath Soak,"bath oils, bubbles and soaks",Body care,12.0
822,Dr Teal's Pink Himalayan Foaming Bath,"bath oils, bubbles and soaks",Body care,4.0
823,Dr Teal's Soothe & Sleep Lavender Foaming Bath,"bath oils, bubbles and soaks",Body care,13.0
824,Dr. Bronner's Eucalyptus Pure-Castile Liquid Soap,body moisturizers,Body care,5.0
825,Dr. Bronner's Lavender Pure-Castile Liquid Soap,"bath oils, bubbles and soaks",Body care,12.0
826,Dr. Bronner's Peppermint Pure-Castile Liquid Soap,body moisturizers,Body care,13.0
827,Dr. Bronner's Pure-Castile Liquid Soap,Body soaps and washes,Body care,3.0
828,Dr. Bronner's Tea Tree Pure-Castile Liquid Soap,Body soaps and washes,Body care,10.0
829,Dr. Jart+ Cicapair Tiger Grass Calming Gel Cream,body moisturizers,Body care,15.0
830,Dr. Jart+ Cryo Rubber with Brightening Vitamin C,Nail care products,Body care,8.0
831,Dr. Jart+ Dermask Water Jet Vital Hydra Solution,Nail care products,Body care,11.0
832,Dr. Teal's Eucalyptus & Spearmint Foaming Bath,face masks and exfoliators,Body care,9.0
833,Dr. Teal's Pink Himalayan Foaming Bath,body moisturizers,Body care,9.0
834,Dr. Teal's Relax & Relief Eucalyptus & Spearmint Foaming Bath,face masks and exfoliators,Body care,3.0
835,Dr. Teal's Shea Butter & Almond Oil Foaming Bath,brushes and applicators,Home and Accessories,16.0
836,Dr. Teal's Soothe & Sleep Lavender Foaming Bath,Nail care products,Body care,11.0
837,Drunk Elephant Babyfacial Mask,"bath oils, bubbles and soaks",Body care,10.0
838,Drunk Elephant F-Balm Electrolyte Waterfacial Mask,"bath oils, bubbles and soaks",Body care,17.0
839,Drunk Elephant Juju Bar Exfoliating Cleanser,"bath oils, bubbles and soaks",Body care,9.0
840,Drunk Elephant T.L.C. Framboos Glycolic Night Serum,"bath oils, bubbles and soaks",Body care,14.0
841,Drunk Elephant T.L.C. Sukari Babyfacial,"bath oils, bubbles and soaks",Body care,11.0
842,Drunk Elephant Umbra Sheer Physical Daily Defense SPF 30,body moisturizers,Body care,11.0
843,ELEMIS Aching Muscle Super Soak,vitamins and supplements,Body care,18.0
844,ELEMIS Exotic Frangipani Monoi Hand Cream,"bath oils, bubbles and soaks",Body care,8.0
845,ELEMIS Frangipani Monoi Hand & Nail Cream,hand creams,Body care,18.0
846,ELEMIS Garden of England Rose Restore Hand & Nail Cream,"bath oils, bubbles and soaks",Body care,15.0
847,ELEMIS Jasmine & Rose Hand & Nail Cream,"bath oils, bubbles and soaks",Body care,21.0
848,ELEMIS Pro-Radiance Hand & Nail Cream,face masks and exfoliators,Body care,20.0
849,ELEMIS Revitalise-Me Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,13.0
850,ELEMIS White Flowers Hand & Nail Cream,face masks and exfoliators,Body care,31.0
851,ESPA Fitness Bath Oil,"bath oils, bubbles and soaks",Body care,12.0
852,ESPA Soothing Bath Oil,"bath oils, bubbles and soaks",Body care,16.0
853,EcoTools Angled Blush Brush,Nail care products,Body care,9.0
854,EcoTools Angled Face Brush,hand creams,Body care,8.0
855,EcoTools Angled Kabuki Brush,"bath oils, bubbles and soaks",Body care,10.0
856,EcoTools Bamboo Powder Brush,"bath oils, bubbles and soaks",Body care,3.0
857,EcoTools Blending & Bronzing Brush,body moisturizers,Body care,3.0
858,EcoTools Blending Sponge Duo,Nail care products,Body care,5.0
859,EcoTools Complexion Buffer Brush,body moisturizers,Body care,7.0
860,EcoTools Custom Coverage Buffing Brush,face masks and exfoliators,Body care,4.0
861,EcoTools Define & Highlight Duo,"bath oils, bubbles and soaks",Body care,3.0
862,EcoTools Flat Foundation Brush,face masks and exfoliators,Body care,12.0
863,EcoTools Full Blush Brush,"bath oils, bubbles and soaks",Body care,10.0
864,EcoTools Full Powder Brush,"bath oils, bubbles and soaks",Body care,4.0
865,EcoTools Mattifying Finish Brush,"bath oils, bubbles and soaks",Body care,12.0
866,EcoTools Perfecting Blender Applicator,"bath oils, bubbles and soaks",Body care,6.0
867,EcoTools Precision Blush Brush,"bath oils, bubbles and soaks",Body care,11.0
868,EcoTools Precision Foundation Brush,face masks and exfoliators,Body care,8.0
869,EcoTools Retractable Face Brush,face masks and exfoliators,Body care,7.0
870,EcoTools Retractable Kabuki Brush,"bath oils, bubbles and soaks",Body care,4.0
871,EcoTools Sheer Finish Blush Brush,"bath oils, bubbles and soaks",Body care,6.0
872,EcoTools Sheer Finish Kabuki Brush,"bath oils, bubbles and soaks",Body care,7.0
873,Elemis Frangipani Monoi Bath & Shower Nectar Oil,body moisturizers,Body care,10.0
874,Elemis Quiet Mind Relaxing Bath Elixir,"bath oils, bubbles and soaks",Body care,7.0
875,Elemis Skin Nourishing Milk Bath,"bath oils, bubbles and soaks",Body care,13.0
876,Emerald Blaze Earrings,body moisturizers,Body care,22.0
877,Emerald Blaze Necklace,Nail care products,Body care,177.0
878,Emerald Blossom Pendant,Nail care products,Body care,144.0
879,Emerald Crown Necklace,"bath oils, bubbles and soaks",Body care,194.0
880,Emerald Dream Necklace,"bath oils, bubbles and soaks",Body care,143.0
881,Emerald Echo Necklace,"bath oils, bubbles and soaks",Body care,24.0
882,Emerald Echo Pendant,hand creams,Body care,144.0
883,Emerald Glimmer Earrings,Nail care products,Body care,71.0
884,Emerald Horizon Earrings,face masks and exfoliators,Body care,41.0
885,Emerald Solstice Earrings,body moisturizers,Body care,90.0
886,Emerald Starburst Ring,hand creams,Body care,161.0
887,Emerald Tide Anklet,"bath oils, bubbles and soaks",Body care,166.0
888,Emerald Twilight Pendant,body moisturizers,Body care,29.0
889,Emerald Veil Necklace,Nail care products,Body care,132.0
890,Emerald Wave Bracelet,Nail care products,Body care,100.0
891,Emerald Whisper Bracelet,"bath oils, bubbles and soaks",Body care,126.0
892,Essie Nail Polish Angora Cardi Dusty Rose,body moisturizers,Body care,9.0
893,Essie Nail Polish Aruba Blue Shimmering Cobalt,"bath oils, bubbles and soaks",Body care,9.0
894,Essie Nail Polish Bahama Mama Plum Red,Nail care products,Body care,9.0
895,Essie Nail Polish Ballet Slippers Pale Pink,Body soaps and washes,Body care,10.0
896,Essie Nail Polish Bikini So Teeny Soft Blue,face masks and exfoliators,Body care,11.0
897,Essie Nail Polish Blanc Pure White,face masks and exfoliators,Body care,10.0
898,Essie Nail Polish Blossom Dandy Minty Turquoise,vitamins and supplements,Body care,9.0
899,Essie Nail Polish Chinchilly Cool Gray,Body soaps and washes,Body care,4.0
900,Essie Nail Polish Cute as a Button Bright Pink,"bath oils, bubbles and soaks",Body care,8.0
901,Essie Nail Polish Eternal Optimist Rose Beige,Body soaps and washes,Body care,10.0
902,Essie Nail Polish Fifth Avenue Bright Red-Orange,Body soaps and washes,Body care,8.0
903,Essie Nail Polish Fiji Soft Pink,Body soaps and washes,Body care,8.0
904,Essie Nail Polish Geranium Bright Orange,"bath oils, bubbles and soaks",Body care,5.0
905,Essie Nail Polish Go Ginza Soft Lilac,Body soaps and washes,Body care,10.0
906,Essie Nail Polish Lady Like Dusty Mauve,body moisturizers,Body care,4.0
907,Essie Nail Polish Limo-Scene Sheer White,Nail care products,Body care,11.0
908,Essie Nail Polish Mademoiselle Sheer Pink,Body soaps and washes,Body care,3.0
909,Essie Nail Polish Marshmallow Soft White,shampoos and conditioners,Hair care,10.0
910,Essie Nail Polish Merino Cool Purple-Toned Gray,"bath oils, bubbles and soaks",Body care,3.0
911,Essie Nail Polish Mesmerize Classic Blue,face moisturizing products,Face care,9.0
912,Essie Nail Polish Mint Candy Apple Mint Green,hand creams,Body care,6.0
913,Essie Nail Polish Mochacino Taupe with Shimmer,fragrances,Home and Accessories,4.0
914,Essie Nail Polish Penny Talk Metallic Copper,Body soaps and washes,Body care,3.0
915,Essie Nail Polish Sand Tropez Neutral Beige,"bath oils, bubbles and soaks",Body care,6.0
916,Essie Nail Polish Smokin' Hot Dark Gray,"bath oils, bubbles and soaks",Body care,5.0
917,Essie Nail Polish Sole Mate Rich Plum,"bath oils, bubbles and soaks",Body care,3.0
918,Essie Nail Polish Tart Deco Bright Coral,Body soaps and washes,Body care,4.0
919,Essie Nail Polish Topless & Barefoot Nude Beige,body moisturizers,Body care,10.0
920,Essie Nail Polish Watermelon Juicy Pink,body moisturizers,Body care,11.0
921,Essie Nail Polish Wicked Deep Burgundy,Body soaps and washes,Body care,6.0
922,Estee Lauder Advanced Night Repair Concentrated Recovery PowerFoil Mask,"bath oils, bubbles and soaks",Body care,9.0
923,Estée Lauder Even Better Makeup,"bath oils, bubbles and soaks",Body care,21.0
924,Estée Lauder Flawless Fusion Ultra-Longwear Foundation,face masks and exfoliators,Body care,30.0
925,Estée Lauder Pure Color Envy Carnal,body moisturizers,Body care,11.0
926,Estée Lauder Pure Color Envy Defiant Coral,"bath oils, bubbles and soaks",Body care,17.0
927,Estée Lauder Pure Color Envy Dynamic Nude,"bath oils, bubbles and soaks",Body care,19.0
928,Estée Lauder Pure Color Envy Irresistible,"bath oils, bubbles and soaks",Body care,10.0
929,Estée Lauder Pure Color Envy Rebellious Rose,vitamins and supplements,Body care,6.0
930,Estée Lauder Pure Color Envy Tumultuous Pink,face masks and exfoliators,Body care,13.0
931,Estée Lauder Pure Color Love Bar Red,hand creams,Body care,9.0
932,Estée Lauder Pure Color Love Burning Love,body moisturizers,Body care,10.0
933,Estée Lauder Pure Color Love Flash Chill,face masks and exfoliators,Body care,13.0
934,Estée Lauder Pure Color Love Shock & Awe,Body soaps and washes,Body care,7.0
935,Estée Lauder Radiant Creamy Concealer,"bath oils, bubbles and soaks",Body care,25.0
936,Estée Lauder Studio Skin 24 Hour Foundation,"bath oils, bubbles and soaks",Body care,17.0
937,Estée Lauder True Match Foundation,"bath oils, bubbles and soaks",Body care,20.0
938,Estée Lauder Ultra HD Foundation,body moisturizers,Body care,12.0
939,Estée Lauder Your Skin But Better CC+ Cream,"bath oils, bubbles and soaks",Body care,21.0
940,Eucerin Advanced Cleansing Body Wash,"bath oils, bubbles and soaks",Body care,9.0
941,Eucerin Advanced Dry Skin Relief Cream,"bath oils, bubbles and soaks",Body care,18.0
942,Eucerin Advanced Hydration Hand Cream,"bath oils, bubbles and soaks",Body care,25.0
943,Eucerin Advanced Hydration SPF 30,face masks and exfoliators,Body care,21.0
944,Eucerin Advanced Repair Cream,"bath oils, bubbles and soaks",Body care,12.0
945,Eucerin Advanced Repair Hand Cream,Nail care products,Body care,11.0
946,Eucerin Advanced Repair Lotion,Nail care products,Body care,9.0
947,Eucerin Anti-Age Hyaluron-Filler Body Wash,face moisturizing products,Face care,4.0
948,Eucerin Anti-Pigment Day SPF 30,Body soaps and washes,Body care,31.0
949,Eucerin Anti-Wrinkle Face Lotion SPF 15,Body soaps and washes,Body care,37.0
950,Eucerin AntiREDNESS Soothing Care,hand creams,Body care,32.0
951,Eucerin AntiREDNESS Soothing Night Care,Nail care products,Body care,17.0
952,Eucerin Aquaphor Body Wash,brushes and applicators,Home and Accessories,4.0
953,Eucerin Aquaphor Healing Ointment,hair colors and toners,Hair care,37.0
954,Eucerin Aquaphor Healing Ointment Advanced Therapy,hand creams,Body care,9.0
955,Eucerin Aquaphor Immediate Relief Lotion,face masks and exfoliators,Body care,43.0
956,Eucerin AtopiControl Acute Care Cream,face masks and exfoliators,Body care,13.0
957,Eucerin AtopiControl Face Care Cream,Nail care products,Body care,27.0
958,Eucerin Calming Hand Cream,"bath oils, bubbles and soaks",Body care,10.0
959,Eucerin DermoPURIFYER Oil Control Adjunctive Hydrating Care,body moisturizers,Body care,37.0
960,Eucerin DermoPURIFYER Oil Control Mattifying Fluid,Body soaps and washes,Body care,31.0
961,Eucerin DermoPURIFYER Oil Control Rehydrating Treatment,body moisturizers,Body care,40.0
962,Eucerin Dry Skin Relief Hand Cream,"bath oils, bubbles and soaks",Body care,15.0
963,Eucerin Eczema Relief Cream,"bath oils, bubbles and soaks",Body care,27.0
964,Eucerin Eczema Relief Hand Cream,"bath oils, bubbles and soaks",Body care,28.0
965,Eucerin Hyaluron-Filler + Volume-Lift Day Cream,Body soaps and washes,Body care,31.0
966,Eucerin Hyaluron-Filler Concentrate,body moisturizers,Body care,37.0
967,Eucerin Hyaluron-Filler Day Cream SPF 15,vitamins and supplements,Body care,34.0
968,Eucerin Hyaluron-Filler Day Cream SPF 30,Body soaps and washes,Body care,22.0
969,Eucerin Hyaluron-Filler Elasticity Day SPF 30,"bath oils, bubbles and soaks",Body care,30.0
970,Eucerin Hyaluron-Filler Night Cream,"bath oils, bubbles and soaks",Body care,50.0
971,Eucerin Hyaluron-Filler Vitamin C Booster,"bath oils, bubbles and soaks",Body care,34.0
972,Eucerin In-Shower Body Lotion,face masks and exfoliators,Body care,13.0
973,Eucerin Intensive Hand Repair Cream,"bath oils, bubbles and soaks",Body care,21.0
974,Eucerin Intensive Repair Hand Cream,hand creams,Body care,26.0
975,Eucerin Intensive Repair Lotion,body moisturizers,Body care,17.0
976,"Eucerin Intensive Repair Lotion for Dry, Flaky Skin",shampoos and conditioners,Hair care,11.0
977,Eucerin Intensive Repair Very Dry Skin Lotion,"bath oils, bubbles and soaks",Body care,21.0
978,Eucerin Original Healing Lotion,"bath oils, bubbles and soaks",Body care,10.0
979,Eucerin Original Healing Lotion for Very Dry Skin,body moisturizers,Body care,8.0
980,Eucerin Original Healing Rich Lotion,body moisturizers,Body care,14.0
981,Eucerin Professional Repair Lotion,body moisturizers,Body care,18.0
982,Eucerin Protective Hand Cream,face masks and exfoliators,Body care,40.0
983,Eucerin Q10 Anti-Wrinkle Face Cream,"bath oils, bubbles and soaks",Body care,9.0
984,Eucerin Q10 Anti-Wrinkle Night Cream,hair colors and toners,Hair care,28.0
985,Eucerin Q10 Anti-Wrinkle Sensitive Skin Face Cream,vitamins and supplements,Body care,14.0
986,Eucerin Redness Relief Day Lotion SPF 15,body moisturizers,Body care,21.0
987,Eucerin Redness Relief Night Creme,face masks and exfoliators,Body care,26.0
988,Eucerin Redness Relief Soothing Cleanser,"bath oils, bubbles and soaks",Body care,12.0
989,Eucerin Redness Relief Soothing Night Cream,"bath oils, bubbles and soaks",Body care,40.0
990,Eucerin Repair Hand Cream,body moisturizers,Body care,13.0
991,Eucerin Roughness Relief Cream,body moisturizers,Body care,15.0
992,Eucerin Sensitive Skin Experts Daily Protection Face Lotion SPF 30,face masks and exfoliators,Body care,46.0
993,Eucerin Sensitive Skin Experts Q10 Anti-Wrinkle Face Cream,Nail care products,Body care,16.0
994,Eucerin Sensitive Skin Redness Relief Soothing Cleanser,hair colors and toners,Hair care,16.0
995,Eucerin Skin Calming Body Wash,face masks and exfoliators,Body care,16.0
996,Eucerin Skin Calming Lotion,Body soaps and washes,Body care,24.0
997,Eucerin Smoothing Face Cream 5% Urea,"bath oils, bubbles and soaks",Body care,13.0
998,Eucerin Smoothing Repair Face Cream,"bath oils, bubbles and soaks",Body care,22.0
999,Eucerin Smoothing Repair Lotion,"bath oils, bubbles and soaks",Body care,31.0
1000,Eucerin Soothing Hand Cream,"bath oils, bubbles and soaks",Body care,37.0
1001,Eucerin UreaRepair Face Cream 5% Urea,"bath oils, bubbles and soaks",Body care,10.0
1002,Eucerin UreaRepair PLUS Face Cream,shampoos and conditioners,Hair care,32.0
1003,Eucerin UreaRepair PLUS Replenishing Body Wash,face masks and exfoliators,Body care,5.0
1004,Eucerin UreaRepair PLUS Replenishing Face Cream,body moisturizers,Body care,37.0
1005,Eucerin pH5 Sensitive Skin Body Wash,"bath oils, bubbles and soaks",Body care,9.0
1006,Eucerin pH5 Skin Protection Body Wash,hair colors and toners,Hair care,9.0
1007,Fenty Beauty Airbrush Flawless Foundation,body moisturizers,Body care,25.0
1008,Fenty Beauty ColorStay Foundation,body moisturizers,Body care,19.0
1009,Fenty Beauty Double Wear Foundation,Body soaps and washes,Body care,28.0
1010,Fenty Beauty Fit Me Foundation,Body soaps and washes,Body care,12.0
1011,Fenty Beauty Flawless Fusion Ultra-Longwear Foundation,hand creams,Body care,28.0
1012,Fenty Beauty Gloss Bomb Universal Lip Luminizer Fenty Glow,Body soaps and washes,Body care,11.0
1013,Fenty Beauty Gloss Bomb Universal Lip Luminizer Fu$$y Pink,hand creams,Body care,9.0
1014,Fenty Beauty Gloss Bomb Universal Lip Luminizer Hot Chocolit,"bath oils, bubbles and soaks",Body care,8.0
1015,Fenty Beauty Luminous Silk Foundation,"bath oils, bubbles and soaks",Body care,25.0
1016,Fenty Beauty Mattemoiselle Plush Matte Candy Venom,Nail care products,Body care,12.0
